NAME,USERNAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH,CHANNEL
PopJapan 波波日本 ,popjapan_mag,26200.0,1.47,Japan,travel food education,7900.0,threads
Bobby Ray Parks Jr. ,ray1parks,26100.0,8.46,Japan,family,7800.0,threads
美術手帖 Bijutsutecho ,bijutsutecho_com,26000.0,1.26,Japan,arts crafts education,7800.0,threads
Will 🇲🇲🇺🇸 ,willkyaw,25600.0,0.09,Japan,animation cosplay entertainment music,7700.0,threads
CAMP_HACK ,camp_hack,25300.0,0.32,Japan,education technology,7600.0,threads
尾崎紗代子　Sayoko Ozaki ,osayo_osayo,24400.0,0.56,Japan,fashion accessories family,7300.0,threads
ANRI ,anri_okita,24300.0,1.56,Japan,animation cosplay,7300.0,threads
NYLON JAPAN ,nylonjapan,24200.0,1.22,Japan,fashion accessories,7300.0,threads
保井 崇志 ,_tuck4,24100.0,1.27,Japan,photography,7200.0,threads
Cheesieチージー ,cheeserland,24000.0,0.58,Japan,travel food,7200.0,threads
フォーリンデブはっしー ,fallindebu,23700.0,1.39,Japan,food travel,7100.0,threads
パタゴニア ,patagoniajp,23600.0,0.67,Japan,outdoor activity fashion accessories,7100.0,threads
星玲奈 ,reinahoshi1015,23600.0,0.65,Japan,fashion accessories family arts crafts travel,7100.0,threads
OZ世界🐉 ,ozworld_official,23000.0,1.78,Japan,entertainment music,6900.0,threads
沖縄 カメラマン／中嶋 環 ,tamaki_nakajima_okinawa,22900.0,3.9,Japan,photography,6900.0,threads
山崎拓巳　夢実現プロデューサー ,dana37,22800.0,2.21,Japan,pets,6800.0,threads
Ayane,2020年から世界一周(延期) @ayane7628,22600.0,1.96,Japan,photography,6800.0,threads
Peach ,peachmilky_,22600.0,2.8,Japan,fashion accessories arts crafts entertainment music,6800.0,threads
柚子 ,shiba_yutzu,22500.0,3.46,Japan,animals pets,6800.0,threads
半田悠人 ,yutohanda,22500.0,0.65,Japan,food,6800.0,threads
Natita 🏳️‍🌈 ,na_tiita,22100.0,0.78,Japan,entertainment music funny,6600.0,threads
緒方 咲 Saki Ogata さきちぃ ,chaaansaki,21900.0,2.33,Japan,food,6600.0,threads
ゲキサカ ,gekisaka,21600.0,0.3,Japan,sports,6500.0,threads
Mori Art Museum 森美術館 ,moriartmuseum,21600.0,0.46,Japan,arts crafts,6500.0,threads
Wataru Maeda/わたるマジック/美容師 ,cachetaro,21300.0,0.96,Japan,beauty self care,6400.0,threads
Tat | Tokyo 🇯🇵 ,_deepsky,21200.0,2.85,Japan,arts crafts nature photography,6400.0,threads
世津田スン ,yottasun,20600.0,0.91,Japan,outdoor activity sports,6200.0,threads
Red Bull Japan🇯🇵 ,redbulljapan,20500.0,0.85,Japan,entertainment music sports,6200.0,threads
Momoka Nanbu ,momoka_nanbu,20500.0,1.12,Japan,arts crafts,6200.0,threads
foodwithmichel ,foodwithmichel,20400.0,0.06,Japan,food travel,6100.0,threads
ビジョビ💅【美女美容事情】 ,b_b_j.j,20200.0,0.53,Japan,beauty self care,6100.0,threads
古川優香 ,iamyukaf,20200.0,1.73,Japan,pets,6100.0,threads
チームラボプラネッツ teamLab Planets ,teamlab.planets,20000.0,0.31,Japan,arts crafts entertainment music,6000.0,threads
Nagomi ,__nagomi32__,19800.0,11.81,Japan,fashion accessories,5900.0,threads
miey【骨格矯正ピラティスで華奢ふわボディ】 ,miey_bodymake,19700.0,1.17,Japan,fitness health beauty self care,5900.0,threads
Awich ,awich098,19500.0,3.11,Japan,entertainment music,5900.0,threads
齊藤 早紀(さいとうさき) ,saki__saito,19400.0,2.57,Japan,fashion accessories beauty self care,5800.0,threads
Sharla ★ シャーラ ,heyitssharla,19300.0,3.49,Japan,travel,5800.0,threads
はあちゅう ,ha_chu,19000.0,0.96,Japan,family,5700.0,threads
Ayumi Okabe ,ayumi_okabe,18900.0,0.02,Japan,beauty self care product education,5700.0,threads
こーくん【なこなこ】 ,koki.hj.20,18700.0,4.79,Japan,animation cosplay,5600.0,threads
Siew Pui Yi 🤍 ,ms_puiyi,22100000.0,0.05,Japan,art entertainment and music celebrity modeling,6600000.0,instagram
Nadine Lustre ,nadine,12700000.0,1.59,Japan,fashion and accessories singer music tv shows,3800000.0,instagram
Sakura Miyawaki ,39saku_chan,10800000.0,17.08,Japan,entertainment and music,3300000.0,instagram
i_am_kiko ,i_am_kiko,7900000.0,0.49,Japan,fashion and accessories modeling,2400000.0,instagram
藤田ニコル ,2525nicole2,6200000.0,0.45,Japan,fashion and accessories riders lifestyle,1800000.0,instagram
Tomohisa Yamashita ,tomo.y9,5200000.0,5.31,Japan,entertainment and music,1600000.0,instagram
TWICE JAPAN OFFICIAL ,jypetwice_japan,5200000.0,9.48,Japan,entertainment and music music,1600000.0,instagram
新木優子 ,yuuuuukko_,4900000.0,1.92,Japan,celebrity lifestyle modeling,1500000.0,instagram
佐々木希 ,nozomisasaki_official,4800000.0,0.7,Japan,fashion and accessories modeling,1400000.0,instagram
kasumi arimura 有村架純 ,kasumi_arimura.official,4700000.0,5.96,Japan,acting and drama,1400000.0,instagram
川口春奈 ,haruna_kawaguchi_official,4700000.0,4.78,Japan,entertainment and music gym modeling,1400000.0,instagram
Yuko Oshima ,yuk00shima,4500000.0,0.93,Japan,entertainment and music singer,1400000.0,instagram
Kevin Cahill ,kevinfashioned,4400000.0,2.26,Japan,fashion,1300000.0,instagram
Marie Kondo ,mariekondo,4100000.0,0.17,Japan,home and garden lifestyle,1200000.0,instagram
仲里依紗 RIISA NAKA ,riisa1018naka,3800000.0,3.01,Japan,fashion and accessories modeling,1100000.0,instagram
Hello Kitty ,hellokitty,3700000.0,2.4,Japan,animation and cosplay fashion and accessories parenting movies,1100000.0,instagram
TOYOTA GAZOO Racing ,toyota_gazoo_racing,3700000.0,0.25,Japan,auto and vehicles sports,1100000.0,instagram
三上悠亜　Yua Mikami ,yua_mikami,3700000.0,1.55,Japan,fashion and accessories,1100000.0,instagram
菜々緒 ,nanao_official,3300000.0,1.52,Japan,fashion,985700.0,instagram
水川あさみ ,mizukawa_asami,3300000.0,0.84,Japan,acting and drama,984100.0,instagram
Maria.Tani 谷まりあ ,mariaaaa728,3300000.0,1.27,Japan,education entertainment and music modeling,983700.0,instagram
Apryl🈲 ,aprylsjones,3300000.0,0.74,Japan,finance upskilling celebrity music,979800.0,instagram
石田ゆり子 Yuriko Ishida ,yuriyuri1003,3200000.0,5.05,Japan,entertainment and music celebrity modeling,962000.0,instagram
D ,d_japanese,3200000.0,0.07,Japan,education animation and cosplay fashion design artist,946000.0,instagram
吉岡里帆 ,riho_yoshioka,3100000.0,2.31,Japan,actors,927400.0,instagram
高畑充希 ,mitsuki_takahata,3100000.0,3.36,Japan,celebrity,917500.0,instagram
中村 アン ,cocoannne,3000000.0,0.92,Japan,modeling,890400.0,instagram
EURO 💶 ,oieuro,2900000.0,12.19,Japan,entertainment and music fashion and accessories,866600.0,instagram
MOE／Kimono Mom ,kimono_mom,2800000.0,0.33,Japan,food,847800.0,instagram
shohei miura/三浦翔平 ,shohei.63,2700000.0,1.56,Japan,celebrity,817800.0,instagram
イモトアヤコ 公式 ,imotodesse,2700000.0,1.12,Japan,travel,801000.0,instagram
竹内涼真 ,takeuchi_ryoma,2700000.0,1.37,Japan,fashion,800200.0,instagram
Takashi Murakami ,takashipom,2600000.0,0.28,Japan,arts and crafts painting illustrator,776600.0,instagram
えなこ(Enako) ,enakorin,2500000.0,2.96,Japan,animation and cosplay,740000.0,instagram
Tastemade Japan テイストメイドジャパン ,tastemade_japan,2400000.0,0.08,Japan,food marketing and advertising,733400.0,instagram
Peco ,pecotecooo,2400000.0,9.82,Japan,arts and crafts modeling,718800.0,instagram
Magda | BAR-BAR KUY! ,mgdalenaf,2400000.0,0.23,Japan,food cooking,714300.0,instagram
木村文乃 ,fuminokimura_official,2400000.0,1.01,Japan,acting and drama actors modeling music,708800.0,instagram
Yamaha Racing ,yamaharacingcomofficial,2300000.0,0.45,Japan,sports auto and vehicles personal finance riders,702200.0,instagram
有吉弘行 ,ariyoshihiroiki,2300000.0,1.22,Japan,fashion and accessories gym modeling,692900.0,instagram
天木じゅん Jun Amaki ,jun.amaki,2300000.0,0.61,Japan,entertainment and music celebrity,680000.0,instagram
三吉彩花 ,miyoshi.aa,2200000.0,4.2,Japan,celebrity modeling,647400.0,instagram
이홍기 ,skullhong12,2100000.0,1.58,Japan,travel modeling photography,639500.0,instagram
ONE OK ROCK ,oneokrockofficial,2100000.0,5.11,Japan,entertainment and music music rock band,632300.0,instagram
滝沢カレン／KAREN TAKIZAWA ,takizawakarenofficial,2100000.0,2.1,Japan,fashion and accessories,631200.0,instagram
𝐉_𝐉𝐔𝐍🌏김재중🌏ジェジュン🌏แจจุง🌏金在中🌏𝐉𝐉🤸𝐊𝐈𝐌𝐉𝐀𝐄𝐉𝐎𝐎𝐍𝐆🤸 ,jj_1986_jj,2000000.0,1.99,Japan,singer,609900.0,instagram
Hideo Kojima ,hideo_kojima,2000000.0,0.18,Japan,games video gaming actors,608900.0,instagram
なにわ男子 ,naniwadanshi728official,2000000.0,11.47,Japan,entertainment and music,586900.0,instagram
AYO ,ayofvr,1900000.0,0.09,Japan,music entertainment singer,580500.0,instagram
Thomas Vermaelen ,thomasvermaelen,1900000.0,1.62,Japan,sports soccer,564600.0,instagram
城田優 Yu Shirota ,yu_shirota,1800000.0,2.08,Japan,acting and drama entertainment and music celebrity music,549000.0,instagram
山田裕貴 YUKI YAMADA 야마다 유키 ,00_yuki_y,1800000.0,2.33,Japan,entertainment and music,547500.0,instagram
aimyon ,aimyon36,1800000.0,7.67,Japan,entertainment and music singer music,542700.0,instagram
EXILE ATSUSHI ,exile_atsushi_official,1800000.0,3.57,Japan,entertainment and music music singer songwriting,540400.0,instagram
Jun Hasegawa/長谷川潤 ,liveglenwood,1800000.0,1.85,Japan,education entertainment and music modeling,538200.0,instagram
清野菜名 ,seinonana,1800000.0,5.46,Japan,celebrity art,530600.0,instagram
ELAIZA IKEDA ,elaiza_ikd,1800000.0,2.78,Japan,art,530500.0,instagram
⚽️ BRUNO GUIMARÃES ,brunoguimaraes,1800000.0,8.21,Japan,sports,527900.0,instagram
Gén Hoshino 星野源 ,iamgenhoshino,1700000.0,3.15,Japan,music,520900.0,instagram
SHUZO ,shuzo___3120,1700000.0,1.51,Japan,fashion,520100.0,instagram
Lei da gratidão ,lei_da_gratidao,1700000.0,0.24,Japan,education,505200.0,instagram
宮川大輔 ,miyagawadai,1700000.0,2.6,Japan,celebrity,499100.0,instagram
Shinsuke Nakamura ,shinsukenakamura,1700000.0,4.18,Japan,entertainment and music modeling,497300.0,instagram
香取慎吾 Shingo Katori ,katorishingo_official,1600000.0,4.3,Japan,art,494500.0,instagram
Joe Ando かずや ,joeandohirsh,1600000.0,11.63,Japan,fashion and accessories actor,489500.0,instagram
MAABO ,lesmaabo,1600000.0,0.31,Japan,entertainment and music music lifestyle,487800.0,instagram
Baby J ,jostasy,1600000.0,3.56,Japan,fashion,486400.0,instagram
本田仁美 Honda Hitomi ,10_hitomi_06,1600000.0,4.49,Japan,music,484000.0,instagram
Jai Asuncion ,jaiyieee,1600000.0,0.64,Japan,home and garden,482700.0,instagram
Hane_Ame 雨波 ,haneame_cos,1600000.0,2.98,Japan,animation and cosplay geek anime comics,473300.0,instagram
Vogue Japan ,voguejapan,1600000.0,0.11,Japan,fashion and accessories news news politics,472800.0,instagram
Rino Sashihara ,345insta,1600000.0,4.96,Japan,entertainment and music,471700.0,instagram
Haruma Miura 三浦春馬 ,haruma_miura_info,1500000.0,11.31,Japan,acting and drama modeling music,463800.0,instagram
DJShacho【Repezen foxx】DJ社長 ,djshacho_candyfoxx,1500000.0,2.56,Japan,fashion gym modeling,462500.0,instagram
Andrea Villarroel ,soyandreatv,60300.0,0.37,Bolivia,entertainment music fashion accessories arts crafts,18100.0,threads
Travel x Filmmaking x Motivation ,matiasderada,17700.0,0.24,Bolivia,arts crafts,5300.0,threads
Viktor Arauz ,vkarauz,16000.0,0.6,Bolivia,acting drama entertainment music travel,4800.0,threads
Cinéfilo Boliviano ,cinefiloboliviano,13200.0,0.65,Bolivia,entertainment music,4000.0,threads
Um a Uno ,um.a.uno,12900.0,0.7,Bolivia,travel,3900.0,threads
Renata Sofia Milligan Bedregal ,renambs,11300.0,0.96,Bolivia,games,3400.0,threads
𝒢𝒶𝒷𝓇𝒾𝑒𝓁𝒶 𝒵𝑒𝑔𝒶𝓇𝓇𝒶 ,gabyzegarra_gz,10400.0,5.58,Bolivia,beauty self care,3100.0,threads
Fernando Eid ,fernandoeidok,8600.0,0.29,Bolivia,entertainment music,2600.0,threads
Club Bolívar ,clubbolivaroficial,7700.0,0.88,Bolivia,sports,2300.0,threads
Marcelo Claure ,marceloclaure,6500.0,1.11,Bolivia,finance,1900.0,threads
Killa Hermoza ,killa_hermoza,4900.0,0.63,Bolivia,dance family music entertainment,1500.0,threads
𝓕ernanda ,ferjin010,4500.0,0.88,Bolivia,animation cosplay,1300.0,threads
Ronico ,ronicocs,4300.0,0.47,Bolivia,entertainment music humor,1300.0,threads
Cynthia Chavez ,cynthiaschavez,4200.0,0.19,Bolivia,acting drama family,1300.0,threads
JOSY BOREM | FASHION CREATOR ,byjosyborem,4000.0,0.08,Bolivia,fashion accessories education,1200.0,threads
Bonny Lovy ,bonnylovyoficial,3500.0,0.88,Bolivia,entertainment music,1100.0,threads
Gabriela Oviedo ,gabrielaoviedoserrate,2600.0,0.76,Bolivia,entertainment music education romance wedding,771.0,threads
Cinemark Bolivia ,cinemarkbo,2100.0,0.28,Bolivia,entertainment music arts crafts,627.0,threads
Sasha Vasquez ,pilchasypintas,2100.0,0.46,Bolivia,fashion accessories food travel,618.0,threads
Calcetín ,calcetin.online,2000.0,0.41,Bolivia,fashion accessories,591.0,threads
Sergio Chuquimia ,sergio_chuquimia,1700.0,0.14,Bolivia,photography,501.0,threads
Diego Merritt ,diegomerritt,1600.0,0.28,Bolivia,entertainment music,486.0,threads
Vannia Enriquez • Marketing Consultant ,vanniaenriquez,1400.0,0.01,Bolivia,food photography finance,411.0,threads
CAROLINA INDACOCHEA ,carolinaindacochea,1300.0,0.33,Bolivia,beauty self care,399.0,threads
Andres Balcazar Dunois ,andresbalcazar_,1300.0,0.3,Bolivia,photography,393.0,threads
Charlie Salinas ,charlie_salinas,1300.0,0.17,Bolivia,travel outdoor activity,381.0,threads
Vivian Ruiz ,missvivianruiz,1100.0,0.18,Bolivia,fitness health,327.0,threads
Jose Rolando ,joserolandoph,1000.0,0.5,Bolivia,romance wedding travel product showcase,309.0,threads
Alejandro Delius🇧🇴🇩🇪 ,alejandrodelius,1000.0,0.64,Bolivia,entertainment music,300.0,threads
Minecraft Picraftsso ,picraftsso,1300000.0,0.3,Bolivia,arts and crafts diy and life hacks,390000.0,tiktok
Yarit ,yaritmusica,797200.0,0.1,Bolivia,entertainment and music,239200.0,tiktok
Kevin Valencia ,valenciak7,557000.0,0.2,Bolivia,education,167100.0,tiktok
Jonathan Bacana ,jonathanbacana6,520000.0,0.2,Bolivia,video gaming,156000.0,tiktok
Jahiron Bascopé ,jahironfotografia,371900.0,0.1,Bolivia,photography,111600.0,tiktok
ani_diybts ,ani_diybts,367000.0,0.6,Bolivia,diy and life hacks,110100.0,tiktok
✨ 𝓐𝓝𝓓𝓡𝓔𝓐 ✨ ,andreaferrada976,331300.0,0.3,Bolivia,entertainment and music,99400.0,tiktok
Anabel Angus ,anabelangus,1000000.0,1.3,Bolivia,journalists,304600.0,instagram
Grisel Quiroga ,griselquiroga,482900.0,0.15,Bolivia,fashion and accessories actors,144900.0,instagram
𝙔𝙐𝙑𝙄𝙉𝙆𝘼 𝘼Ñ𝙀𝙕 ✨ ,yuvinkaanez96,426600.0,2.12,Bolivia,beauty and self care fashion and accessories actors modeling,128000.0,instagram
Gabo Chavarría ,gabocharria,425500.0,0.67,Bolivia,celebrity,127700.0,instagram
Elias Ayaviri ,eliasayavirioficial,325300.0,0.35,Bolivia,entertainment and music music actors,97600.0,instagram
Marco Antelo (YeYo) ,yeyoantelo,293200.0,0.6,Bolivia,actors,88000.0,instagram
Nɪᴄᴏʟ Sᴀʟᴄᴇ “𝕆𝕤𝕚𝕥𝕒”🐻 ,nicol_salce,290100.0,0.27,Bolivia,romance and wedding actors modeling,87000.0,instagram
Isa Vargas ,iisamarvg,287800.0,2.26,Bolivia,actors journalists,86300.0,instagram
Ximena Zalzer ,ximzal,287100.0,1.61,Bolivia,entertainment and music automotive actors modeling,86100.0,instagram
hbl_Fit_leon ,hbl_fit_leon,267100.0,0.27,Bolivia,fitness and health marketing and advertising coaching gym,80100.0,instagram
MISS BOLIVIA ,missboliviamusica,262600.0,0.5,Bolivia,entertainment and music actors,78800.0,instagram
GRACIELA VNOVASKI ,gracinovaski,260600.0,1.9,Bolivia,television actors virtualization journalists,78200.0,instagram
Alejandro Fabio Pinedo Terrazas ,alepinedotv,255600.0,0.1,Bolivia,celebrity video gaming,76700.0,instagram
Angelica Merida Duran ,angelicamerida,251500.0,0.27,Bolivia,entertainment and music romance and wedding marketing and advertising actors,75500.0,instagram
Calle 7 Bolivia ,callesietebolivia,232100.0,0.3,Bolivia,entertainment and music games marketing and advertising actors,69600.0,instagram
Lenka Nemer ,lenkanemeroficial,230900.0,0.32,Bolivia,fashion beauty travel fashion and accessories,69300.0,instagram
Ronald Arnez￼ ,ronaldarnez,224800.0,0.14,Bolivia,acting and drama celebrity actors,67400.0,instagram
𝐸𝑟𝑖𝑘𝑎 𝑆𝑒𝑐𝑎𝑑𝑒𝑠🦋 ,erikasecades,204600.0,1.14,Bolivia,beauty and self care fashion and accessories actors virtualization,61400.0,instagram
Stephanie Herela ,stephanieherela,201400.0,0.39,Bolivia,celebrity actors modeling,60400.0,instagram
Carlos Rocabado ,carlosrocabadook,199400.0,0.2,Bolivia,entertainment and music acting and drama celebrity actors,59800.0,instagram
𝕊𝕖𝕓𝕒𝕤𝕥𝕚𝕒𝕟 ℙ𝕦𝕥𝕫 ,sebasputz,194700.0,0.4,Bolivia,family fitness and health life and society product education,58400.0,instagram
Cynthia S. Chavez ,cynthiaschavez,189700.0,0.1,Bolivia,acting and drama family celebrity parenting,56900.0,instagram
Matias De Rada ,matiasderada,182700.0,6.16,Bolivia,arts and crafts celebrity adventure,54800.0,instagram
Rubén Alejandro Boix Martinez ,rubenboix,179800.0,1.29,Bolivia,entertainment and music,53900.0,instagram
Luciel Izumi ,luciel_izumi,174600.0,2.26,Bolivia,entertainment and music automotive,52400.0,instagram
Andrea Herrera Añez ,aherrera.a,169900.0,1.5,Bolivia,marketing and advertising actors virtualization,51000.0,instagram
Anita Parada 💖 ,anita.paradaj,160000.0,0.35,Bolivia,beauty and self care family actors,48000.0,instagram
Astrid Vaca Rico ,astridvacarico.bo,152100.0,0.2,Bolivia,animals actors journalists,45600.0,instagram
Isa Balcazar ,isabalcazar.7,150100.0,0.8,Bolivia,actors fashion modeling,45000.0,instagram
